# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "--countReadPairs" "-t" "transcript" "-g" "transcript_id" "-a" "references/GCF_001617525.2.gtf" "-o" "results/counts.txt" "results/SRR5578735.bam" "results/SRR5578736.bam" "results/SRR5578737.bam" "results/SRR5578738.bam" "results/SRR5578739.bam" "results/SRR5578740.bam" 
Geneid	results/SRR5578735.bam	results/SRR5578736.bam	results/SRR5578737.bam	results/SRR5578738.bam	results/SRR5578739.bam	results/SRR5578740.bam
gene-A1F92_RS10540	14	14	21	6	11	19
gene-A1F92_RS10545	218	358	456	234	214	584
gene-A1F92_RS10550	1	10	9	8	9	41
gene-A1F92_RS10555	38	26	66	67	80	167
gene-A1F92_RS10560	33	78	92	125	119	310
gene-A1F92_RS10565	28	32	57	73	45	142
gene-A1F92_RS10570	46	70	89	87	89	204
gene-A1F92_RS10575	22	24	44	42	33	90
gene-A1F92_RS10580	18	46	48	50	43	127
gene-A1F92_RS10585	14	31	24	53	36	117
gene-A1F92_RS10590	97	132	148	227	204	583
gene-A1F92_RS10595	19	55	60	116	83	261
gene-A1F92_RS10600	68	130	126	147	145	377
gene-A1F92_RS10605	6	13	12	18	16	30
gene-A1F92_RS10610	50	50	63	55	30	53
gene-A1F92_RS16310	89	75	67	25	25	61
gene-A1F92_RS10615	40	45	61	39	40	98
gene-A1F92_RS10620	3	19	15	11	12	20
gene-A1F92_RS10625	50	100	99	38	44	97
gene-A1F92_RS10630	30	59	79	28	39	71
gene-A1F92_RS10635	18	20	21	17	8	28
gene-A1F92_RS10640	4	3	10	1	1	2
gene-A1F92_RS10645	772	810	837	212	196	382
gene-A1F92_RS10650	322	425	409	77	92	221
gene-A1F92_RS10655	181	217	175	58	67	126
rna-A1F92_RS15975	0	2	7	2	0	2
rna-A1F92_RS10660	65	166	162	120	115	359
gene-A1F92_RS10665	54	66	80	92	70	194
gene-A1F92_RS16055	0	3	6	5	5	10
gene-A1F92_RS10670	24	50	80	55	35	121
gene-A1F92_RS10675	36	70	86	65	66	221
gene-A1F92_RS10680	58	79	104	138	107	295
gene-A1F92_RS10685	16	14	25	23	24	55
gene-A1F92_RS10690	35	59	78	121	113	299
gene-A1F92_RS10695	62	112	153	249	178	565
gene-A1F92_RS10700	76	122	140	196	163	498
gene-A1F92_RS10705	22	46	63	50	33	112
gene-A1F92_RS16315	6	20	17	35	22	40
gene-A1F92_RS10715	204	202	224	208	198	264
gene-A1F92_RS10720	49	95	107	123	124	375
gene-A1F92_RS10725	54	64	81	123	116	268
gene-A1F92_RS16060	19	30	46	60	51	108
gene-A1F92_RS10730	33	44	62	80	81	200
gene-A1F92_RS10735	75	106	91	108	109	262
gene-A1F92_RS10740	195	182	227	17	28	63
gene-A1F92_RS10745	227	256	246	67	63	129
gene-A1F92_RS10750	523	534	507	916	923	813
gene-A1F92_RS10755	12	24	26	21	20	54
gene-A1F92_RS10760	31	46	58	52	54	141
gene-A1F92_RS10765	672	606	596	239	205	197
gene-A1F92_RS10770	545	529	584	195	181	196
gene-A1F92_RS10775	1828	1829	1781	1116	998	884
gene-A1F92_RS16320	20	13	21	13	6	17
rna-A1F92_RS10785	13	16	16	3	3	7
gene-A1F92_RS10790	931	1050	1061	386	339	377
rna-A1F92_RS10795	11	20	18	1	3	8
rna-A1F92_RS10800	21	23	20	7	2	10
rna-A1F92_RS15980	10	16	17	4	1	2
gene-A1F92_RS16065	77	72	65	111	115	117
rna-A1F92_RS10805	4	3	2	2	0	1
gene-A1F92_RS10810	635	674	747	298	261	326
gene-A1F92_RS10815	115	154	161	265	185	237
rna-A1F92_RS10820	1	0	0	0	0	0
gene-A1F92_RS10825	22	25	21	10	5	5
rna-A1F92_RS10830	1	0	2	0	1	0
gene-A1F92_RS10835	669	760	761	154	102	155
gene-A1F92_RS10840	497	492	474	108	90	122
gene-A1F92_RS10845	33	36	40	14	10	9
gene-A1F92_RS10850	158	128	136	12	10	18
gene-A1F92_RS10855	451	431	496	38	30	48
gene-A1F92_RS16325	19	31	29	5	0	7
gene-A1F92_RS16330	1	0	0	0	2	1
gene-A1F92_RS16070	1	1	1	0	3	2
gene-A1F92_RS16335	4	1	3	3	0	1
gene-A1F92_RS16340	0	1	0	4	0	4
gene-A1F92_RS16075	2	5	5	3	0	2
gene-A1F92_RS16345	1	3	1	0	1	1
gene-A1F92_RS10905	55	78	65	25	28	21
gene-A1F92_RS10910	19	26	25	13	9	16
gene-A1F92_RS10915	11	18	16	13	17	8
gene-A1F92_RS10920	417	443	454	479	283	335
gene-A1F92_RS10925	20390	19981	20231	9853	8384	9024
gene-A1F92_RS10930	4828	4651	4329	161	155	192
gene-A1F92_RS10935	1008	1025	975	56	43	62
gene-A1F92_RS10940	950	1011	997	389	286	391
gene-A1F92_RS10945	528	529	526	181	161	205
gene-A1F92_RS10950	1748	1871	1848	343	378	437
gene-A1F92_RS10955	297	294	305	32	19	36
gene-A1F92_RS10960	539	592	574	13	8	10
rna-A1F92_RS10965	165272	154813	162577	586468	562577	496876
gene-A1F92_RS10970	174	169	153	467	336	297
gene-A1F92_RS10975	59	55	46	114	86	104
gene-A1F92_RS10980	89	98	82	29	10	25
gene-A1F92_RS16350	9	6	10	2	0	0
gene-A1F92_RS10985	315	330	310	21	23	20
gene-A1F92_RS16080	1809	1707	1644	52	50	51
gene-A1F92_RS10995	459	509	459	95	65	81
gene-A1F92_RS11000	292	318	312	42	39	65
gene-A1F92_RS11005	55	54	49	18	15	16
gene-A1F92_RS11010	5	8	9	6	2	2
gene-A1F92_RS11015	1	7	4	1	1	2
gene-A1F92_RS11020	173	185	188	7	9	7
gene-A1F92_RS11025	1548	1608	1598	173	152	201
gene-A1F92_RS11030	2224	2322	2387	158	107	157
gene-A1F92_RS11040	264	256	322	11	15	30
gene-A1F92_RS11045	4	1	2	1	0	0
gene-A1F92_RS11050	37	41	42	15	11	24
gene-A1F92_RS11055	4152	4799	4978	260	260	280
gene-A1F92_RS11060	204	234	236	15	20	17
gene-A1F92_RS11065	714	741	791	27	26	29
gene-A1F92_RS11070	62	56	74	30	26	23
gene-A1F92_RS11075	15	16	21	8	10	4
gene-A1F92_RS11080	5	10	7	2	3	3
gene-A1F92_RS16355	7	6	6	0	0	0
gene-A1F92_RS11090	145	126	146	14	10	31
gene-A1F92_RS11095	154	184	181	14	18	20
gene-A1F92_RS11100	159	184	157	48	39	52
gene-A1F92_RS11105	9037	9384	10073	15049	14198	14054
gene-A1F92_RS11115	226	237	280	213	182	170
gene-A1F92_RS11120	142	128	133	54	39	38
gene-A1F92_RS11125	34	34	35	46	36	35
gene-A1F92_RS11130	15	23	29	9	6	6
gene-A1F92_RS11135	2	3	1	3	2	2
gene-A1F92_RS11140	11	8	8	1	0	5
gene-A1F92_RS11145	10	3	10	4	1	3
gene-A1F92_RS11150	5	7	4	2	3	4
gene-A1F92_RS11155	5	8	4	2	0	0
gene-A1F92_RS11160	1	2	2	1	0	1
gene-A1F92_RS11165	9	10	5	5	0	3
gene-A1F92_RS11170	1	3	0	1	1	0
gene-A1F92_RS11175	8	1	1	0	2	3
gene-A1F92_RS11180	89	138	137	108	125	109
gene-A1F92_RS11185	197	199	172	39	24	33
gene-A1F92_RS11190	689	737	737	31	15	30
gene-A1F92_RS11195	327	373	387	14	14	21
gene-A1F92_RS11200	24	24	27	2	3	0
gene-A1F92_RS11205	3469	3503	3725	1309	1263	1347
gene-A1F92_RS11210	49	63	51	16	16	12
gene-A1F92_RS11215	123	142	117	32	17	28
gene-A1F92_RS11220	176	190	167	33	17	35
gene-A1F92_RS11225	107	112	104	30	38	37
gene-A1F92_RS11230	153	206	200	20	18	18
gene-A1F92_RS11235	219	275	224	11	4	17
gene-A1F92_RS11240	2653	2850	2831	80	57	104
gene-A1F92_RS11245	252	291	281	46	30	34
gene-A1F92_RS11255	653	669	677	21	17	26
gene-A1F92_RS11260	60	60	63	27	29	26
gene-A1F92_RS16470	10	13	18	10	10	11
gene-A1F92_RS11270	620	686	720	1020	875	942
gene-A1F92_RS11275	451	449	489	613	458	490
gene-A1F92_RS11280	1080	1217	1179	708	724	714
gene-A1F92_RS11285	395	409	413	94	111	113
gene-A1F92_RS11290	2	3	2	1	1	2
gene-A1F92_RS11295	9	1	5	0	0	0
gene-A1F92_RS11300	37	42	30	12	9	10
gene-A1F92_RS11305	174	166	145	65	59	35
gene-A1F92_RS11310	137	144	135	64	45	53
gene-A1F92_RS11315	87	97	88	11	8	13
gene-A1F92_RS11320	102	91	90	80	102	106
gene-A1F92_RS11325	225	200	196	41	24	35
gene-A1F92_RS11330	243	292	317	14	12	18
gene-A1F92_RS11335	221	302	272	111	86	127
gene-A1F92_RS11340	123	151	137	69	73	99
gene-A1F92_RS11345	107	129	117	24	19	43
gene-A1F92_RS11350	406	536	474	13	15	13
gene-A1F92_RS11355	249	231	245	42	25	45
gene-A1F92_RS11360	1165	1174	1273	241	295	358
gene-A1F92_RS11365	270	295	296	366	255	346
gene-A1F92_RS11370	126	138	146	147	127	120
gene-A1F92_RS11375	86	107	103	80	64	73
gene-A1F92_RS11380	304	330	378	719	579	717
gene-A1F92_RS11385	180	203	175	32	18	19
gene-A1F92_RS11390	879	865	888	130	139	158
gene-A1F92_RS11395	177	218	210	107	89	97
gene-A1F92_RS11400	657	745	745	247	257	271
gene-A1F92_RS11405	5	6	10	4	0	3
gene-A1F92_RS11410	2	4	2	1	0	1
gene-A1F92_RS11415	649	597	583	347	255	374
gene-A1F92_RS11420	4	7	8	4	0	0
gene-A1F92_RS11425	2103	2337	2167	131	110	166
gene-A1F92_RS11430	286	263	267	5135	4590	4607
gene-A1F92_RS11435	32	47	48	15	10	11
gene-A1F92_RS11440	88	121	96	169	138	155
gene-A1F92_RS11445	1068	1111	1054	1887	1532	1628
gene-A1F92_RS11450	54	58	62	13	13	8
gene-A1F92_RS11455	567	588	609	210	152	197
gene-A1F92_RS11460	275	340	294	89	72	67
gene-A1F92_RS11465	448	511	505	341	232	226
gene-A1F92_RS11470	10254	11479	11547	3219	2304	2785
gene-A1F92_RS11475	153	129	159	666	555	559
gene-A1F92_RS11480	197	238	218	466	407	378
gene-A1F92_RS11485	174	181	221	362	340	327
gene-A1F92_RS11490	249	202	217	251	206	196
gene-A1F92_RS11495	469	485	475	248	230	228
gene-A1F92_RS11500	1985	1751	1811	460	391	435
gene-A1F92_RS11505	173	204	203	129	112	99
gene-A1F92_RS11510	71	77	86	65	54	58
gene-A1F92_RS11515	245	283	286	26	22	32
gene-A1F92_RS11520	729	915	861	184	161	183
gene-A1F92_RS11525	21182	18515	17473	6922	6738	6782
gene-A1F92_RS11530	686	642	642	875	862	766
gene-A1F92_RS11535	1045	952	884	434	389	381
gene-A1F92_RS11540	199	186	194	28	15	26
gene-A1F92_RS11545	386	415	443	42	25	38
gene-A1F92_RS11550	1773	1994	1940	66	45	58
gene-A1F92_RS11555	1416	1496	1487	98	63	82
gene-A1F92_RS11560	494	573	636	522	406	465
gene-A1F92_RS11565	1160	1184	1272	58	52	68
gene-A1F92_RS11570	872	876	812	755	558	755
gene-A1F92_RS11575	1315	1234	1103	709	534	634
gene-A1F92_RS11580	3126	3236	3210	208	187	218
gene-A1F92_RS11585	1324	1274	1184	95	47	79
gene-A1F92_RS11590	147	162	135	36	32	43
gene-A1F92_RS11595	326	334	366	185	142	204
gene-A1F92_RS11600	28	51	45	14	5	10
gene-A1F92_RS11605	112	119	138	23	34	55
gene-A1F92_RS11610	640	677	667	184	161	225
gene-A1F92_RS11615	3344	3528	3711	1428	1230	1495
gene-A1F92_RS11625	325	398	350	71	62	56
gene-A1F92_RS11630	73	88	106	15	25	21
gene-A1F92_RS11635	65	56	53	22	15	25
gene-A1F92_RS16375	55	49	33	29	15	20
gene-A1F92_RS11645	141	130	127	30	17	16
gene-A1F92_RS11650	274	324	306	26	17	19
gene-A1F92_RS11655	976	952	950	549	464	503
gene-A1F92_RS11660	241	210	221	11	4	10
gene-A1F92_RS11665	0	0	0	0	0	0
gene-A1F92_RS11670	1028	1056	1126	1119	945	1071
gene-A1F92_RS11675	707	787	830	257	230	301
gene-A1F92_RS11680	119	121	128	32	27	35
gene-A1F92_RS11685	144	186	165	56	32	59
gene-A1F92_RS11690	123	119	139	34	35	69
gene-A1F92_RS11695	140	176	184	55	57	95
gene-A1F92_RS11700	397	440	446	155	124	290
gene-A1F92_RS11705	68	79	101	40	28	78
gene-A1F92_RS11710	63	100	98	58	52	107
gene-A1F92_RS11715	28	19	28	32	36	64
gene-A1F92_RS11720	440	458	528	66	42	92
gene-A1F92_RS11725	32	29	34	29	22	28
gene-A1F92_RS11730	1135	1471	1478	46	50	68
gene-A1F92_RS11735	1789	1980	1932	54	67	78
gene-A1F92_RS11740	807	838	882	35	17	58
gene-A1F92_RS11745	257	283	293	1	0	8
gene-A1F92_RS11750	184	200	193	1	2	12
gene-A1F92_RS11755	491	577	522	8	10	11
gene-A1F92_RS11760	188	174	190	4	1	4
gene-A1F92_RS11765	232	251	259	127	116	90
gene-A1F92_RS11770	266	292	284	88	70	79
gene-A1F92_RS11775	50	54	42	22	13	20
gene-A1F92_RS11780	105	130	136	41	25	37
gene-A1F92_RS11785	133	166	186	61	60	59
gene-A1F92_RS11790	196	215	198	111	96	89
gene-A1F92_RS11795	49	61	51	48	29	27
gene-A1F92_RS11800	14	10	18	9	10	9
gene-A1F92_RS11805	63	76	58	34	32	28
gene-A1F92_RS11810	62	87	67	47	54	52
gene-A1F92_RS11815	36	32	27	40	18	34
gene-A1F92_RS11820	467	516	525	1068	905	967
gene-A1F92_RS11825	282	283	320	302	250	242
gene-A1F92_RS11830	324	360	359	351	271	287
gene-A1F92_RS11835	288	250	309	272	193	191
gene-A1F92_RS11840	717	738	792	58	45	71
gene-A1F92_RS11845	575	716	729	53	51	83
gene-A1F92_RS11850	1420	1510	1558	289	276	281
gene-A1F92_RS11855	345	462	520	8	12	24
gene-A1F92_RS11860	1013	1248	1371	50	31	68
gene-A1F92_RS11865	432	549	598	37	35	77
gene-A1F92_RS11870	291	352	407	49	39	41
gene-A1F92_RS11875	771	1044	1006	168	136	196
gene-A1F92_RS11880	849	904	956	260	224	261
gene-A1F92_RS11885	510	486	478	2497	1671	1909
gene-A1F92_RS11890	9	12	6	3	1	4
gene-A1F92_RS11895	199	185	188	3	4	7
gene-A1F92_RS11900	16	10	12	0	5	6
gene-A1F92_RS11905	21	21	17	1	2	2
gene-A1F92_RS11915	278	302	284	7	4	15
gene-A1F92_RS11920	4800	4951	4933	196	189	236
gene-A1F92_RS11925	697	665	681	222	162	174
gene-A1F92_RS11930	1968	1814	1935	1037	1047	988
gene-A1F92_RS11935	166	175	188	50	50	51
gene-A1F92_RS11940	823	912	918	168	173	181
gene-A1F92_RS11945	634	732	758	203	216	229
gene-A1F92_RS11950	178	209	202	108	109	118
gene-A1F92_RS11955	759	935	887	629	570	675
gene-A1F92_RS11960	563	645	595	284	284	298
gene-A1F92_RS11965	280	272	234	120	108	138
gene-A1F92_RS11970	483	550	510	186	163	155
gene-A1F92_RS11975	248	250	259	117	106	110
gene-A1F92_RS11980	257	231	246	191	177	188
gene-A1F92_RS11985	219	193	224	495	475	449
gene-A1F92_RS11990	27	23	28	0	0	4
gene-A1F92_RS11995	314	295	323	88	45	90
gene-A1F92_RS12000	258	301	329	58	43	54
gene-A1F92_RS12005	384	419	389	328	235	289
gene-A1F92_RS12010	151	159	161	80	76	66
gene-A1F92_RS12015	120	100	101	59	50	42
gene-A1F92_RS12020	2164	2449	2538	117	115	113
gene-A1F92_RS12025	152	214	192	4250	3244	3592
gene-A1F92_RS12030	197	178	240	3023	2361	2517
gene-A1F92_RS12035	573	498	531	2816	2401	2617
gene-A1F92_RS12040	1043	1017	987	2958	2703	2637
gene-A1F92_RS12045	45	56	51	17	6	12
gene-A1F92_RS12050	1421	1605	1755	46	34	67
gene-A1F92_RS12055	889	854	784	119	99	134
gene-A1F92_RS12060	561	596	645	118	88	128
gene-A1F92_RS12065	123	144	148	99	85	103
gene-A1F92_RS12070	23	30	19	5	2	1
gene-A1F92_RS12075	423	483	460	30	17	28
gene-A1F92_RS12080	561	588	603	311	287	269
gene-A1F92_RS12085	144	146	163	108	71	120
gene-A1F92_RS12090	3402	3883	3908	277	210	321
gene-A1F92_RS12095	455	469	482	294	271	318
gene-A1F92_RS12100	36	42	39	16	5	10
gene-A1F92_RS16380	3	4	7	2	0	2
gene-A1F92_RS12105	44	53	40	6	8	11
gene-A1F92_RS12110	41	42	53	71	49	65
gene-A1F92_RS12115	154	181	156	409	262	322
gene-A1F92_RS12120	931	986	906	30	40	56
gene-A1F92_RS12125	63	80	64	60	42	45
gene-A1F92_RS12130	62	80	86	52	47	45
gene-A1F92_RS12135	42	44	45	31	27	42
gene-A1F92_RS12140	68	72	104	72	50	58
rna-A1F92_RS12145	2	4	4	4	2	1
rna-A1F92_RS12150	0	0	0	0	0	0
rna-A1F92_RS12155	0	0	0	0	0	0
rna-A1F92_RS12160	0	0	0	1	0	1
gene-A1F92_RS12165	102	82	60	43	32	40
gene-A1F92_RS12170	1853	2043	1990	189	202	215
gene-A1F92_RS12175	418	471	416	9	8	18
gene-A1F92_RS12180	354	409	357	15	12	33
gene-A1F92_RS12185	1175	1320	1243	154	121	150
gene-A1F92_RS12190	61	61	63	6	6	15
gene-A1F92_RS16085	27	31	16	12	10	17
gene-A1F92_RS12210	119	129	132	26	21	10
gene-A1F92_RS12215	82	94	100	11	9	16
gene-A1F92_RS12220	665	767	760	60	56	71
gene-A1F92_RS12225	577	612	603	915	771	724
gene-A1F92_RS12230	335	398	453	213	174	164
gene-A1F92_RS12235	397	450	448	273	223	258
gene-A1F92_RS12240	2293	2386	2274	279	250	235
gene-A1F92_RS12245	3015	3373	3337	215	191	230
gene-A1F92_RS12250	1169	1179	1031	56	60	64
gene-A1F92_RS12255	1165	1093	1184	77	56	93
gene-A1F92_RS12260	139	155	146	12	12	5
gene-A1F92_RS12265	333	383	356	7	7	10
gene-A1F92_RS12270	3755	4195	4301	416	479	506
gene-A1F92_RS12275	173	191	188	64	51	45
gene-A1F92_RS12280	93	82	91	36	41	29
gene-A1F92_RS12285	106	149	162	6	2	5
gene-A1F92_RS12290	81	74	74	12	8	1
gene-A1F92_RS12295	16	31	11	2	1	0
gene-A1F92_RS12300	73	81	79	12	7	15
gene-A1F92_RS12305	101	119	118	40	27	60
gene-A1F92_RS12310	726	913	915	137	105	136
gene-A1F92_RS12315	509	610	631	57	46	56
gene-A1F92_RS12320	240	246	261	13	17	38
gene-A1F92_RS12325	4358	4782	4700	1506	1515	1484
gene-A1F92_RS12330	75	85	80	17	14	20
gene-A1F92_RS12340	415	458	546	56	48	58
gene-A1F92_RS12345	564	602	599	142	154	178
gene-A1F92_RS12350	25	21	17	10	7	17
gene-A1F92_RS12355	2	1	2	3	1	2
gene-A1F92_RS12360	3	2	6	0	1	1
gene-A1F92_RS12365	72	86	85	2	2	3
gene-A1F92_RS12370	235	301	292	380	322	322
gene-A1F92_RS12375	398	434	444	210	188	201
gene-A1F92_RS12380	141	182	163	45	29	57
gene-A1F92_RS16090	19	18	15	6	1	5
gene-A1F92_RS12385	608	630	582	2714	2150	2323
gene-A1F92_RS12390	53	70	80	14	7	7
gene-A1F92_RS12395	559	681	602	22	15	23
gene-A1F92_RS12405	672	719	809	185	171	201
gene-A1F92_RS12410	450	536	513	71	49	73
gene-A1F92_RS12415	203	190	230	8	9	4
gene-A1F92_RS12420	267	272	321	13	13	19
gene-A1F92_RS12425	669	770	766	23	18	35
gene-A1F92_RS12430	101	115	119	20	13	13
gene-A1F92_RS12435	100	83	109	13	14	11
gene-A1F92_RS12440	87	94	81	27	17	35
gene-A1F92_RS12445	156	170	147	30	30	40
gene-A1F92_RS12450	91	110	115	12	15	16
gene-A1F92_RS12455	212	235	236	215	165	193
gene-A1F92_RS12460	79	80	90	55	53	44
gene-A1F92_RS12465	106	85	103	49	40	37
gene-A1F92_RS12470	109	118	120	53	41	37
gene-A1F92_RS12475	81	62	48	10	9	9
gene-A1F92_RS12480	22	31	23	6	7	9
gene-A1F92_RS12485	23	21	32	9	4	4
gene-A1F92_RS12490	202	221	230	21	7	20
gene-A1F92_RS12495	20	27	24	17	9	22
gene-A1F92_RS12500	12	22	15	22	8	13
gene-A1F92_RS12505	8	18	8	8	4	11
gene-A1F92_RS12510	64	60	71	46	35	48
gene-A1F92_RS12515	54	52	56	19	27	20
gene-A1F92_RS12520	30	39	42	10	12	7
gene-A1F92_RS12525	23	22	39	4	0	3
gene-A1F92_RS12530	32	37	35	9	8	15
gene-A1F92_RS12535	1254	1332	1222	1916	1654	1763
gene-A1F92_RS12540	466	466	472	9	6	14
gene-A1F92_RS12545	174	185	145	1	0	5
gene-A1F92_RS12555	894	994	1055	1089	795	801
gene-A1F92_RS12560	172	174	196	145	91	124
gene-A1F92_RS12565	97	112	101	107	96	118
gene-A1F92_RS12570	127	117	100	267	204	204
gene-A1F92_RS16385	25	8	8	9	10	8
gene-A1F92_RS12575	161	149	203	43	30	30
gene-A1F92_RS12580	112	142	158	11	11	19
gene-A1F92_RS12585	275	305	293	43	49	39
gene-A1F92_RS12595	7	6	10	0	5	5
gene-A1F92_RS12600	883	939	956	175	171	219
gene-A1F92_RS12605	78	105	105	7	2	11
gene-A1F92_RS12610	485	555	568	12	9	8
gene-A1F92_RS12615	593	736	654	124	136	135
gene-A1F92_RS12620	75	99	104	44	38	62
gene-A1F92_RS12625	246	283	277	35	34	37
gene-A1F92_RS12630	372	432	422	34	27	37
gene-A1F92_RS12635	1783	2083	2145	98	93	148
gene-A1F92_RS12640	533	639	560	226	205	239
gene-A1F92_RS12645	442	510	525	226	184	246
gene-A1F92_RS12650	158	207	188	81	55	55
gene-A1F92_RS12655	59	38	52	9	11	14
gene-A1F92_RS12660	366	373	378	53	36	43
gene-A1F92_RS12665	123	165	160	14	22	8
gene-A1F92_RS12670	96	136	132	10	7	16
gene-A1F92_RS12675	50	44	50	53	33	56
gene-A1F92_RS12680	68	85	94	73	47	57
gene-A1F92_RS12685	218	216	239	202	111	145
gene-A1F92_RS12690	259	214	219	269	279	294
gene-A1F92_RS12695	43	55	55	7	4	7
gene-A1F92_RS12700	330	377	409	17	13	23
gene-A1F92_RS12705	124	159	168	7	5	5
gene-A1F92_RS12710	227	218	254	60	42	51
gene-A1F92_RS12715	590	701	632	59	53	93
gene-A1F92_RS12720	734	749	744	139	77	78
gene-A1F92_RS12725	251	266	275	66	44	57
gene-A1F92_RS12730	738	942	844	162	138	145
gene-A1F92_RS12735	1115	1178	1325	616	547	704
gene-A1F92_RS12740	2326	1978	1918	3997	3262	3126
gene-A1F92_RS12745	155	167	183	34	39	38
gene-A1F92_RS12755	227	204	217	11	3	10
gene-A1F92_RS12760	88	102	104	13	14	24
gene-A1F92_RS12765	153	165	124	105	79	99
gene-A1F92_RS12780	99	100	81	1	0	3
gene-A1F92_RS12785	53	54	51	5	1	2
gene-A1F92_RS12790	76	50	56	99	66	60
gene-A1F92_RS12795	81	92	65	107	90	72
gene-A1F92_RS12800	115	105	112	452	361	357
gene-A1F92_RS12805	23	39	39	13	12	8
gene-A1F92_RS12810	301	306	317	159	131	150
gene-A1F92_RS12820	562	555	602	123	93	124
gene-A1F92_RS12825	51	40	44	1	0	2
gene-A1F92_RS12830	623	638	692	241	194	187
gene-A1F92_RS12835	128	119	124	47	41	39
gene-A1F92_RS12840	78	66	75	39	31	38
gene-A1F92_RS12845	139	134	135	41	50	39
gene-A1F92_RS12850	90	105	110	52	37	55
gene-A1F92_RS12855	242	271	247	168	144	159
gene-A1F92_RS12860	69	76	74	53	46	63
gene-A1F92_RS12865	213	144	166	74	53	56
gene-A1F92_RS12870	37	37	41	42	37	36
gene-A1F92_RS12875	87	104	82	7	9	14
gene-A1F92_RS12880	41	67	69	3	1	10
gene-A1F92_RS12885	49	56	36	3	1	6
gene-A1F92_RS12890	103	104	131	64	47	69
gene-A1F92_RS12895	15	7	6	12	6	10
gene-A1F92_RS12900	11	25	20	7	4	12
gene-A1F92_RS12905	151	120	159	81	75	93
gene-A1F92_RS12910	25	19	15	3	5	7
gene-A1F92_RS12915	6	9	14	2	2	4
gene-A1F92_RS12920	8	10	7	4	3	2
gene-A1F92_RS12925	4	12	20	0	0	3
gene-A1F92_RS12930	4	1	9	1	0	0
gene-A1F92_RS12935	2	10	3	1	0	3
gene-A1F92_RS12940	8246	7133	7367	18595	16402	17190
gene-A1F92_RS12945	796	842	834	42	43	52
gene-A1F92_RS12950	108	92	113	15	12	14
gene-A1F92_RS12955	38	45	39	23	17	19
gene-A1F92_RS12960	81	78	91	8	4	4
gene-A1F92_RS12965	20	37	30	0	5	3
gene-A1F92_RS12970	154	128	117	60	32	54
gene-A1F92_RS12975	185	183	184	66	41	44
gene-A1F92_RS12980	39	56	55	7	10	11
gene-A1F92_RS12985	79	112	90	25	15	12
gene-A1F92_RS12990	1476	1742	1641	116	103	124
gene-A1F92_RS12995	46	69	49	5	6	5
gene-A1F92_RS13000	273	336	338	78	48	94
gene-A1F92_RS13005	209	217	222	41	21	36
gene-A1F92_RS13010	31	38	32	12	11	9
gene-A1F92_RS13015	412	408	463	283	163	180
gene-A1F92_RS13020	11	11	5	7	5	6
gene-A1F92_RS13025	10	15	12	56	51	41
gene-A1F92_RS13030	26	25	26	72	89	87
gene-A1F92_RS13035	200	173	191	50	41	38
gene-A1F92_RS13040	34	38	35	4	10	6
gene-A1F92_RS13045	317	351	362	9	1	6
gene-A1F92_RS13050	1761	2018	1602	80	62	129
gene-A1F92_RS13055	619	663	515	43	59	55
gene-A1F92_RS13060	74	81	87	68	51	48
gene-A1F92_RS13065	72	78	69	16	13	15
gene-A1F92_RS13070	94	98	104	25	19	21
gene-A1F92_RS13075	46	44	52	12	9	4
gene-A1F92_RS13080	13	8	13	4	4	2
gene-A1F92_RS13085	117	142	139	38	28	25
gene-A1F92_RS13090	168	203	168	66	39	73
gene-A1F92_RS13095	393	511	453	157	104	156
gene-A1F92_RS13100	163	184	157	75	59	50
gene-A1F92_RS13105	14	14	22	2	0	1
gene-A1F92_RS13110	17	19	23	3	2	2
gene-A1F92_RS13115	69	61	60	6	3	11
gene-A1F92_RS13120	15	11	18	1	1	2
gene-A1F92_RS13125	15	11	24	1	4	3
gene-A1F92_RS13130	12	8	10	3	3	1
gene-A1F92_RS13135	8	5	5	1	5	2
gene-A1F92_RS13140	70	81	59	22	8	21
gene-A1F92_RS13145	113	97	81	34	29	32
gene-A1F92_RS13150	1007	1174	1218	256	171	190
gene-A1F92_RS13155	832	914	976	283	230	286
gene-A1F92_RS13160	574	692	724	202	183	172
gene-A1F92_RS13165	51	56	48	78	72	66
gene-A1F92_RS13170	612	777	797	326	304	311
gene-A1F92_RS13175	1501	1709	1681	3326	2820	2851
gene-A1F92_RS16095	2	6	6	3	7	3
gene-A1F92_RS13180	47	41	67	25	28	23
gene-A1F92_RS13185	49	33	44	26	18	30
gene-A1F92_RS13190	1943	2114	2003	300	247	295
gene-A1F92_RS13195	33	34	28	1	0	0
gene-A1F92_RS13200	182	198	200	15	17	10
gene-A1F92_RS13215	15	25	17	5	5	3
gene-A1F92_RS13220	45	49	40	130	147	187
gene-A1F92_RS13225	0	11	2	10	12	8
gene-A1F92_RS13230	6	5	3	3	7	7
gene-A1F92_RS13235	1462	1712	1714	100	95	115
gene-A1F92_RS13240	225	229	248	23	23	24
gene-A1F92_RS13250	114	136	124	32	13	13
gene-A1F92_RS13255	189	228	189	25	28	30
gene-A1F92_RS13260	16	24	17	14	7	14
gene-A1F92_RS13265	3	2	1	3	4	1
gene-A1F92_RS13270	4	7	3	1	1	5
gene-A1F92_RS13275	3	3	5	14	6	10
gene-A1F92_RS13280	275	360	353	471	429	418
